FEI Number,Legal Name,Street Address,City,State/Province,Zip Code,Country/Area,District,Program Area,Fiscal Year,Inspection End Date,Posting Date,Classification,Observation_1,Observation_2,Observation_3
9556116,"Novartis Pharmaceuticals Corp","732 Industrial Blvd",Miami,NY,98260,Italy,Denver,Biologics,2024,2023-11-28,2023-11-28,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",,
4681814,"Hikma Pharmaceuticals USA","175 Industrial Blvd",Miami,MN,63841,Switzerland,Chicago,CBER,2024,2024-03-29,2024-03-29,VAI,"Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.",,
5936049,"Wockhardt Ltd","434 Industrial Blvd",Chicago,CA,52396,Switzerland,Florida/Caribbean,CBER,2022,2023-09-30,2023-09-30,NAI,,,
6422304,"Sun Pharma Industries Ltd","452 Industrial Blvd",San Diego,NC,76424,Switzerland,Dallas,API,2024,2024-05-02,2024-05-02,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency."
6314169,"Johnson & Johnson Inc","613 Industrial Blvd",Dallas,NC,18892,Germany,Los Angeles,Medical Devices,2022,2025-05-13,2025-05-13,NAI,,,
1206836,"Merck Sharp & Dohme Corp","933 Industrial Blvd",Newark,NC,52090,Canada,Denver,OTC Drugs,2025,2026-02-18,2026-02-18,NAI,,,
2493359,"Baxter Healthcare Corp","884 Industrial Blvd",Boston,PA,63993,Switzerland,Southeast,Animal Drugs,2024,2023-03-25,2023-03-25,NAI,,,
2879073,"Merck Sharp & Dohme Corp","193 Industrial Blvd",Newark,OH,51542,India,Chicago,CDER,2023,2022-12-08,2022-12-08,NAI,,,
7077966,"Johnson & Johnson Inc","278 Industrial Blvd",Denver,WI,18236,Switzerland,Los Angeles,Drugs,2024,2024-05-05,2024-05-05,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Change control system does not require impact assessment for changes to validated processes or analytical methods.",
8665034,"Fresenius Kabi USA LLC","289 Industrial Blvd",Dallas,IL,99830,India,Denver,CBER,2025,2026-07-29,2026-07-29,NAI,,,
4911562,"Dr Reddy Laboratories Ltd","174 Industrial Blvd",Philadelphia,OH,19697,United Kingdom,Kansas City,CFSAN,2025,2022-10-05,2022-10-05,NAI,,,
9759165,"Lilly USA LLC","489 Industrial Blvd",Seattle,IL,53630,India,New England,CFSAN,2022,2024-12-29,2024-12-29,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Change control system does not require impact assessment for changes to validated processes or analytical methods.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
5775656,"Cadila Healthcare Ltd","732 Industrial Blvd",Chicago,OH,39456,Germany,Kansas City,CDRH,2025,2022-04-05,2022-04-05,NAI,,,
8822807,"Mylan Laboratories Ltd","833 Industrial Blvd",Philadelphia,MA,32820,United States,Mid-Atlantic,Animal Drugs,2024,2022-12-23,2022-12-23,OAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation."
2055686,"Cadila Healthcare Ltd","262 Industrial Blvd",Newark,NC,79970,United Kingdom,Mid-Atlantic,Medical Devices,2023,2025-12-07,2025-12-07,VAI,"Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Change control system does not require impact assessment for changes to validated processes or analytical methods.",
9117423,"Cadila Healthcare Ltd","718 Industrial Blvd",Philadelphia,MA,56415,United States,Pacific,Veterinary,2022,2024-08-04,2024-08-04,VAI,"Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).",,
8364139,"Glenmark Pharmaceuticals Ltd","599 Industrial Blvd",Philadelphia,CA,32460,Canada,Chicago,Drugs,2024,2023-01-28,2023-01-28,NAI,,,
5951933,"Lilly USA LLC","909 Industrial Blvd",Dallas,CA,81761,United Kingdom,Southeast,OTC Drugs,2023,2024-10-02,2024-10-02,NAI,,,
6541223,"Lupin Ltd","354 Industrial Blvd",San Diego,WI,58198,Japan,Dallas,Drugs,2024,2025-10-10,2025-10-10,OAI,"Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use.","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.",
2372098,"Abbott Laboratories","338 Industrial Blvd",Newark,GA,42222,United Kingdom,New England,API,2023,2024-12-01,2024-12-01,NAI,,,
7453449,"Teva API India Ltd","573 Industrial Blvd",San Diego,NJ,26908,India,Florida/Caribbean,API,2023,2026-04-14,2026-04-14,VAI,"Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11)."
5426799,"Mylan Laboratories Ltd","493 Industrial Blvd",Philadelphia,NY,23687,United States,Florida/Caribbean,Drugs,2023,2024-08-23,2024-08-23,NAI,,,
1616111,"Johnson & Johnson Inc","966 Industrial Blvd",Philadelphia,NY,95708,Canada,Denver,Drugs,2022,2022-12-25,2022-12-25,VAI,"Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency."
2752884,"Wockhardt Ltd","741 Industrial Blvd",Denver,NC,33437,Ireland,Minneapolis/St Paul,CDRH,2024,2023-10-19,2023-10-19,NAI,,,
8039309,"Lupin Ltd","418 Industrial Blvd",Chicago,NJ,26846,India,Kansas City,CFSAN,2022,2023-01-25,2023-01-25,NAI,,,
1448795,"Lupin Ltd","883 Industrial Blvd",Seattle,WI,30238,Ireland,Southeast,CBER,2022,2026-06-12,2026-06-12,NAI,,,
1653094,"Cadila Healthcare Ltd","737 Industrial Blvd",Philadelphia,MA,22100,India,Dallas,Veterinary,2023,2026-11-04,2026-11-04,VAI,"Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
9038571,"Lupin Ltd","476 Industrial Blvd",Miami,WI,57582,Italy,Florida/Caribbean,CDER,2023,2026-02-24,2026-02-24,VAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.",,
1634560,"Abbott Laboratories","194 Industrial Blvd",Denver,IL,40411,India,Southeast,Medical Devices,2025,2024-09-20,2024-09-20,OAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency."
7041305,"Glenmark Pharmaceuticals Ltd","561 Industrial Blvd",Boston,NY,24934,United Kingdom,San Francisco,Drugs,2022,2026-11-15,2026-11-15,NAI,,,
9081672,"Merck Sharp & Dohme Corp","878 Industrial Blvd",Seattle,NJ,62494,Switzerland,San Francisco,Animal Drugs,2022,2023-11-14,2023-11-14,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.",
9411573,"Sun Pharma Industries Ltd","724 Industrial Blvd",Atlanta,TX,43092,China,San Francisco,Veterinary,2023,2026-12-06,2026-12-06,NAI,,,
6553011,"Fresenius Kabi USA LLC","243 Industrial Blvd",San Diego,TX,98750,China,Southeast,OTC Drugs,2025,2026-05-30,2026-05-30,VAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.",,
9813861,"Hikma Pharmaceuticals USA","944 Industrial Blvd",Atlanta,TX,52521,Ireland,Dallas,API,2025,2026-01-22,2026-01-22,VAI,"Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Change control system does not require impact assessment for changes to validated processes or analytical methods.",
2183264,"Sun Pharma Industries Ltd","527 Industrial Blvd",Atlanta,GA,84718,United States,New England,Animal Drugs,2022,2022-06-14,2022-06-14,VAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.",,
1787536,"Alkem Laboratories Ltd","476 Industrial Blvd",San Diego,NJ,70033,United States,San Francisco,CDRH,2022,2022-01-08,2022-01-08,VAI,"Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use.","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
4293421,"Novartis Pharmaceuticals Corp","106 Industrial Blvd",Atlanta,TX,19125,Germany,Mid-Atlantic,OTC Drugs,2023,2026-10-16,2026-10-16,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",,
8043505,"Pfizer Manufacturing LLC","338 Industrial Blvd",Denver,PA,84781,Germany,Los Angeles,Drugs,2024,2023-05-24,2023-05-24,NAI,,,
7227647,"Wockhardt Ltd","473 Industrial Blvd",Dallas,NY,75190,China,Pacific,OTC Drugs,2022,2025-08-31,2025-08-31,VAI,"Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",
5993936,"Johnson & Johnson Inc","688 Industrial Blvd",Philadelphia,GA,80506,Switzerland,Denver,CDRH,2025,2024-05-26,2024-05-26,NAI,,,
4852367,"Sun Pharma Industries Ltd","750 Industrial Blvd",Philadelphia,NC,60264,Japan,Denver,Biologics,2023,2022-03-29,2022-03-29,VAI,"Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Change control system does not require impact assessment for changes to validated processes or analytical methods.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
7996180,"Fresenius Kabi USA LLC","719 Industrial Blvd",Dallas,NY,66874,Italy,Minneapolis/St Paul,CDRH,2024,2022-10-08,2022-10-08,NAI,,,
7635135,"Alkem Laboratories Ltd","892 Industrial Blvd",Newark,MA,54281,United States,Kansas City,Veterinary,2023,2025-03-05,2025-03-05,NAI,,,
3240694,"Mylan Laboratories Ltd","571 Industrial Blvd",Chicago,GA,20610,China,Los Angeles,CDER,2024,2023-12-30,2023-12-30,NAI,,,
6049068,"Mylan Laboratories Ltd","340 Industrial Blvd",Dallas,OH,85183,Italy,Chicago,Drugs,2022,2025-11-03,2025-11-03,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a)."
9915860,"Sun Pharma Industries Ltd","547 Industrial Blvd",Newark,CA,11436,United States,Dallas,CDRH,2025,2025-02-21,2025-02-21,NAI,,,
3117502,"Aurobindo Pharma Ltd","727 Industrial Blvd",Miami,WI,65914,Germany,Southeast,OTC Drugs,2022,2026-05-19,2026-05-19,NAI,,,
3209834,"Dr Reddy Laboratories Ltd","287 Industrial Blvd",Denver,OH,79304,Canada,New England,Medical Devices,2024,2024-04-01,2024-04-01,NAI,,,
5982997,"Abbott Laboratories","693 Industrial Blvd",San Diego,IL,94517,Japan,Kansas City,CDRH,2023,2022-03-10,2022-03-10,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed."
6091745,"Teva API India Ltd","275 Industrial Blvd",Chicago,IL,81735,United Kingdom,Pacific,Veterinary,2025,2024-08-21,2024-08-21,VAI,"Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.",
4199534,"Novartis Pharmaceuticals Corp","248 Industrial Blvd",Newark,IL,69711,Ireland,New England,CBER,2024,2024-11-02,2024-11-02,NAI,,,
1917626,"Hikma Pharmaceuticals USA","225 Industrial Blvd",Boston,TX,39654,Ireland,Minneapolis/St Paul,Medical Devices,2022,2023-11-16,2023-11-16,NAI,,,
8323013,"Pfizer Manufacturing LLC","604 Industrial Blvd",Chicago,NJ,13968,Canada,Southeast,Drugs,2024,2024-01-31,2024-01-31,NAI,,,
5701924,"Alkem Laboratories Ltd","778 Industrial Blvd",Chicago,NJ,22849,Switzerland,Pacific,CDRH,2025,2025-09-10,2025-09-10,VAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.",
5931413,"Baxter Healthcare Corp","501 Industrial Blvd",San Diego,PA,38334,Italy,New York/New Jersey,CDRH,2023,2025-05-02,2025-05-02,VAI,"Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
5250067,"Johnson & Johnson Inc","612 Industrial Blvd",Dallas,WI,70052,Germany,Minneapolis/St Paul,CBER,2022,2024-05-09,2024-05-09,NAI,,,
8284283,"Abbott Laboratories","246 Industrial Blvd",Newark,TX,38139,China,Kansas City,CBER,2023,2023-12-21,2023-12-21,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.",,
7507538,"Alkem Laboratories Ltd","857 Industrial Blvd",Chicago,NJ,59754,Japan,Chicago,CDER,2025,2024-08-24,2024-08-24,NAI,,,
1394479,"Lilly USA LLC","155 Industrial Blvd",Dallas,NJ,61398,China,Kansas City,CDER,2023,2022-12-27,2022-12-27,NAI,,,
6618049,"Glenmark Pharmaceuticals Ltd","564 Industrial Blvd",Denver,NC,18720,Italy,Kansas City,Biologics,2024,2022-05-21,2022-05-21,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",,
2657036,"Johnson & Johnson Inc","712 Industrial Blvd",Philadelphia,PA,56657,India,New England,Animal Drugs,2025,2025-06-01,2025-06-01,VAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).",,
6272347,"Mylan Laboratories Ltd","205 Industrial Blvd",Atlanta,WI,65619,Canada,New England,Biologics,2022,2025-03-04,2025-03-04,OAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
9821777,"Pfizer Manufacturing LLC","883 Industrial Blvd",Chicago,TX,43292,Italy,San Francisco,Medical Devices,2022,2023-08-17,2023-08-17,OAI,"Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use.","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a)."
9202989,"Hikma Pharmaceuticals USA","530 Industrial Blvd",Boston,NY,69705,Italy,Los Angeles,CDER,2022,2024-11-01,2024-11-01,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.",,
2996505,"Hikma Pharmaceuticals USA","944 Industrial Blvd",Philadelphia,NC,61934,United States,Denver,CDRH,2023,2026-12-25,2026-12-25,VAI,"Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls."
3083964,"Dr Reddy Laboratories Ltd","358 Industrial Blvd",Seattle,PA,87470,Japan,Southeast,Animal Drugs,2022,2026-02-10,2026-02-10,NAI,,,
2317447,"Teva API India Ltd","706 Industrial Blvd",Denver,CA,70295,India,Florida/Caribbean,Medical Devices,2025,2024-06-12,2024-06-12,NAI,,,
8452768,"Hikma Pharmaceuticals USA","705 Industrial Blvd",Dallas,TX,19498,India,Mid-Atlantic,Drugs,2024,2026-08-03,2026-08-03,NAI,,,
2720229,"Alkem Laboratories Ltd","438 Industrial Blvd",Chicago,NJ,24307,India,Kansas City,Medical Devices,2024,2026-05-13,2026-05-13,OAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a)."
8830449,"Merck Sharp & Dohme Corp","153 Industrial Blvd",Newark,NC,97356,Ireland,New England,Biologics,2024,2022-06-06,2022-06-06,NAI,,,
5237304,"Mylan Laboratories Ltd","435 Industrial Blvd",Newark,NJ,17766,China,Dallas,Drugs,2022,2025-08-09,2025-08-09,VAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).",
9710487,"Pfizer Manufacturing LLC","440 Industrial Blvd",Boston,MN,40745,Italy,Pacific,API,2024,2023-04-22,2023-04-22,VAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates."
9058158,"Pfizer Manufacturing LLC","315 Industrial Blvd",Philadelphia,PA,85655,Ireland,Minneapolis/St Paul,CDRH,2024,2025-08-25,2025-08-25,NAI,,,
8236200,"Abbott Laboratories","731 Industrial Blvd",Philadelphia,IL,69072,United States,Chicago,Animal Drugs,2023,2025-05-05,2025-05-05,NAI,,,
3072296,"Merck Sharp & Dohme Corp","500 Industrial Blvd",San Diego,TX,14200,United Kingdom,San Francisco,Medical Devices,2023,2026-10-11,2026-10-11,OAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls."
5367031,"Pfizer Manufacturing LLC","578 Industrial Blvd",Boston,NC,92559,India,San Francisco,Animal Drugs,2022,2025-04-04,2025-04-04,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d)."
6532889,"Glenmark Pharmaceuticals Ltd","833 Industrial Blvd",Chicago,GA,13271,China,Los Angeles,CDRH,2024,2022-01-11,2022-01-11,NAI,,,
3566269,"Novartis Pharmaceuticals Corp","280 Industrial Blvd",Denver,NC,67742,Switzerland,Pacific,OTC Drugs,2023,2024-05-09,2024-05-09,NAI,,,
4252397,"Lupin Ltd","532 Industrial Blvd",Denver,IN,80269,Ireland,San Francisco,CDRH,2024,2024-06-23,2024-06-23,NAI,,,
3606123,"Novartis Pharmaceuticals Corp","692 Industrial Blvd",Philadelphia,GA,45890,United States,Denver,Biologics,2025,2022-10-02,2022-10-02,NAI,,,
5517972,"Dr Reddy Laboratories Ltd","369 Industrial Blvd",San Diego,MA,69472,Japan,Los Angeles,Veterinary,2024,2025-10-01,2025-10-01,OAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Change control system does not require impact assessment for changes to validated processes or analytical methods."
2080667,"Alkem Laboratories Ltd","513 Industrial Blvd",San Diego,NJ,11769,Ireland,Southeast,CDER,2022,2023-01-06,2023-01-06,VAI,"Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.",
4574590,"Mylan Laboratories Ltd","432 Industrial Blvd",Miami,NJ,18623,United Kingdom,Southeast,CDRH,2024,2024-01-12,2024-01-12,VAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.",
2302171,"Merck Sharp & Dohme Corp","433 Industrial Blvd",Seattle,TX,43297,Italy,New England,API,2025,2022-05-14,2022-05-14,NAI,,,
1044067,"Wockhardt Ltd","332 Industrial Blvd",Denver,MA,69293,China,Kansas City,CDRH,2022,2025-12-17,2025-12-17,OAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available."
6591780,"Dr Reddy Laboratories Ltd","404 Industrial Blvd",Atlanta,OH,31584,Germany,Minneapolis/St Paul,Drugs,2022,2022-10-01,2022-10-01,VAI,"Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",
5055598,"Pfizer Manufacturing LLC","762 Industrial Blvd",Denver,OH,22388,Switzerland,New York/New Jersey,API,2024,2024-05-01,2024-05-01,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.",
6261586,"Aurobindo Pharma Ltd","105 Industrial Blvd",Philadelphia,NY,48592,Italy,Denver,Veterinary,2025,2024-01-03,2024-01-03,NAI,,,
9357993,"Glenmark Pharmaceuticals Ltd","647 Industrial Blvd",Philadelphia,GA,36112,Canada,Chicago,Veterinary,2025,2023-02-27,2023-02-27,OAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
5046507,"Teva API India Ltd","252 Industrial Blvd",Denver,OH,86051,China,Kansas City,CDER,2024,2024-05-10,2024-05-10,NAI,,,
7559433,"Aurobindo Pharma Ltd","963 Industrial Blvd",Seattle,MA,98865,China,Los Angeles,Biologics,2024,2026-07-12,2026-07-12,NAI,,,
7523817,"Wockhardt Ltd","595 Industrial Blvd",Boston,GA,72011,Canada,Denver,API,2025,2026-06-12,2026-06-12,VAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11)."
5574915,"Aurobindo Pharma Ltd","882 Industrial Blvd",Miami,IN,88041,India,Florida/Caribbean,CDRH,2023,2023-01-03,2023-01-03,OAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed.","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a)."
3694227,"Sun Pharma Industries Ltd","504 Industrial Blvd",Newark,MN,28407,United States,Minneapolis/St Paul,Drugs,2024,2023-07-16,2023-07-16,NAI,,,
1255233,"Abbott Laboratories","510 Industrial Blvd",Chicago,NY,43889,Switzerland,Pacific,CBER,2023,2026-05-02,2026-05-02,VAI,"Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.",,
1654943,"Abbott Laboratories","423 Industrial Blvd",Seattle,CA,64719,United Kingdom,New England,CFSAN,2022,2026-06-03,2026-06-03,NAI,,,
9433273,"Cadila Healthcare Ltd","158 Industrial Blvd",Seattle,NJ,22829,India,Kansas City,CDRH,2023,2025-02-26,2025-02-26,NAI,,,
5168120,"Fresenius Kabi USA LLC","211 Industrial Blvd",Atlanta,TX,55467,China,Chicago,Medical Devices,2023,2023-01-14,2023-01-14,VAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a)."
9515248,"Hikma Pharmaceuticals USA","594 Industrial Blvd",Chicago,IL,28324,India,Denver,Medical Devices,2023,2023-10-21,2023-10-21,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).",,
9663519,"Aurobindo Pharma Ltd","593 Industrial Blvd",Atlanta,OH,47244,Italy,Dallas,CBER,2024,2022-12-22,2022-12-22,NAI,,,
2457367,"Alkem Laboratories Ltd","813 Industrial Blvd",Denver,IL,16731,India,Kansas City,CDRH,2022,2025-09-29,2025-09-29,NAI,,,
4905970,"Cipla Ltd","314 Industrial Blvd",Newark,IL,50299,Canada,Minneapolis/St Paul,CBER,2025,2022-01-03,2022-01-03,VAI,"Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).",,
9837785,"Dr Reddy Laboratories Ltd","182 Industrial Blvd",Denver,GA,48680,China,Southeast,Animal Drugs,2025,2025-03-04,2025-03-04,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a)."
2418593,"Fresenius Kabi USA LLC","902 Industrial Blvd",Chicago,IL,59544,Switzerland,Minneapolis/St Paul,Drugs,2025,2023-01-06,2023-01-06,OAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available."
6052646,"Merck Sharp & Dohme Corp","570 Industrial Blvd",Miami,MN,47278,China,Kansas City,Medical Devices,2023,2026-03-17,2026-03-17,NAI,,,
4093681,"Lilly USA LLC","460 Industrial Blvd",Chicago,IN,27041,India,Southeast,OTC Drugs,2025,2024-02-28,2024-02-28,VAI,"Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Change control system does not require impact assessment for changes to validated processes or analytical methods.","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation."
